"repeats"	"read_count"	"num_annotations"	"num_bases"	"perc_reads"	"RPM"	"conRPM"	"ncountsRPM"	"nconRPM"
"849"	"1.688.seq849.count:1"	48.03	1	359	5e-05	0.46	1.47	0.46	0.312925170068027
"45"	"1.688.seq45.count:3"	46.92	3	1056	5e-05	0.45	4.47	0.15	0.100671140939597
"163"	"1.688.seq163.count:2"	46.44	2	720	4e-05	0.45	1.11	0.225	0.405405405405405
"176"	"1.688.seq176.count:2"	46.43	2	702	4e-05	0.45	1.24	0.225	0.362903225806452
"185"	"1.688.seq185.count:2"	47.29	2	518	5e-05	0.45	1.49	0.225	0.302013422818792
"826"	"1.688.seq826.count:1"	47.4	1	349	5e-05	0.45	4.95	0.45	0.0909090909090909
"922"	"1.688.seq922.count:1"	46.83	1	351	4e-05	0.45	2.57	0.45	0.175097276264591
"1064"	"1.688.seq1064.count:1"	47.13	1	259	5e-05	0.45	0.78	0.45	0.576923076923077
"1121"	"1.688.seq1121.count:1"	46.55	1	352	4e-05	0.45	2.19	0.45	0.205479452054795
"1147"	"1.688.seq1147.count:1"	46.81	1	350	4e-05	0.45	0.48	0.45	0.9375
"1315"	"1.688.seq1315.count:1"	47.24	1	349	5e-05	0.45	3.9	0.45	0.115384615384615
"36"	"1.688.seq36.count:3"	45.76	3	774	4e-05	0.44	1.08	0.146666666666667	0.407407407407407
"164"	"1.688.seq164.count:2"	45.58	2	718	4e-05	0.44	1.34	0.22	0.328358208955224
"611"	"1.688.seq611.count:1"	46.28	1	354	4e-05	0.44	0.64	0.44	0.6875
"687"	"1.688.seq687.count:1"	45.47	1	256	4e-05	0.44	0.65	0.44	0.676923076923077
"719"	"1.688.seq719.count:1"	45.82	1	336	4e-05	0.44	0.67	0.44	0.656716417910448
"1028"	"1.688.seq1028.count:1"	45.41	1	358	4e-05	0.44	1.14	0.44	0.385964912280702
"1181"	"1.688.seq1181.count:1"	46.08	1	334	4e-05	0.44	4.82	0.44	0.0912863070539419
"1299"	"1.688.seq1299.count:1"	46.21	1	350	4e-05	0.44	0.9	0.44	0.488888888888889
"1316"	"1.688.seq1316.count:1"	45.71	1	256	4e-05	0.44	0.78	0.44	0.564102564102564
"296"	"1.688.seq296.count:1"	44.91	1	360	4e-05	0.43	0.4	0.43	1.075
"570"	"1.688.seq570.count:1"	45.23	1	256	4e-05	0.43	0.77	0.43	0.558441558441558
"704"	"1.688.seq704.count:1"	45.25	1	361	4e-05	0.43	1.02	0.43	0.42156862745098
"770"	"1.688.seq770.count:1"	44.44	1	361	4e-05	0.43	0.76	0.43	0.565789473684211
"863"	"1.688.seq863.count:1"	44.96	1	352	4e-05	0.43	1.99	0.43	0.21608040201005
"908"	"1.688.seq908.count:1"	45.04	1	240	4e-05	0.43	0.62	0.43	0.693548387096774
"961"	"1.688.seq961.count:1"	45.18	1	257	4e-05	0.43	0.76	0.43	0.565789473684211
"1080"	"1.688.seq1080.count:1"	44.45	1	361	4e-05	0.43	0.91	0.43	0.472527472527473
"41"	"1.688.seq41.count:3"	44.11	3	771	4e-05	0.42	2.39	0.14	0.175732217573222
"80"	"1.688.seq80.count:2"	44.04	2	716	4e-05	0.42	2.49	0.21	0.168674698795181
"85"	"1.688.seq85.count:2"	44.2	2	514	4e-05	0.42	1.68	0.21	0.25
"109"	"1.688.seq109.count:2"	43.87	2	718	4e-05	0.42	1.37	0.21	0.306569343065693
"159"	"1.688.seq159.count:2"	43.87	2	476	4e-05	0.42	1.3	0.21	0.323076923076923
"174"	"1.688.seq174.count:2"	43.6	2	720	4e-05	0.42	1.91	0.21	0.219895287958115
"548"	"1.688.seq548.count:1"	43.86	1	346	4e-05	0.42	0.56	0.42	0.75
"825"	"1.688.seq825.count:1"	43.41	1	326	4e-05	0.42	0.52	0.42	0.807692307692308
"995"	"1.688.seq995.count:1"	44.29	1	256	4e-05	0.42	0.91	0.42	0.461538461538462
"287"	"1.688.seq287.count:1"	42.91	1	346	4e-05	0.41	0.4	0.41	1.025
"306"	"1.688.seq306.count:1"	43.06	1	359	4e-05	0.41	1.31	0.41	0.312977099236641
"411"	"1.688.seq411.count:1"	43.06	1	358	4e-05	0.41	1.26	0.41	0.325396825396825
"518"	"1.688.seq518.count:1"	42.4	1	259	4e-05	0.41	0.86	0.41	0.476744186046512
"632"	"1.688.seq632.count:1"	42.42	1	256	4e-05	0.41	0.89	0.41	0.460674157303371
"672"	"1.688.seq672.count:1"	43.1	1	356	4e-05	0.41	1.02	0.41	0.401960784313725
"761"	"1.688.seq761.count:1"	42.45	1	361	4e-05	0.41	1.3	0.41	0.315384615384615
"765"	"1.688.seq765.count:1"	43.07	1	359	4e-05	0.41	1.35	0.41	0.303703703703704
"853"	"1.688.seq853.count:1"	42.31	1	357	4e-05	0.41	1.09	0.41	0.376146788990826
"1151"	"1.688.seq1151.count:1"	42.29	1	256	4e-05	0.41	0.7	0.41	0.585714285714286
"1206"	"1.688.seq1206.count:1"	42.67	1	354	4e-05	0.41	2.86	0.41	0.143356643356643
"1298"	"1.688.seq1298.count:1"	42.74	1	355	4e-05	0.41	0.33	0.41	1.24242424242424
"497"	"1.688.seq497.count:1"	42.15	1	258	4e-05	0.4	0.65	0.4	0.615384615384615
"846"	"1.688.seq846.count:1"	41.24	1	240	4e-05	0.4	0.75	0.4	0.533333333333333
"1096"	"1.688.seq1096.count:1"	41.62	1	361	4e-05	0.4	1.01	0.4	0.396039603960396
"1253"	"1.688.seq1253.count:1"	41.89	1	361	4e-05	0.4	1.43	0.4	0.27972027972028
"32"	"1.688.seq32.count:3"	40.49	3	1023	4e-05	0.39	1.63	0.13	0.239263803680982
"35"	"1.688.seq35.count:3"	40.87	3	1068	4e-05	0.39	0.81	0.13	0.481481481481481
"92"	"1.688.seq92.count:2"	40.74	2	718	4e-05	0.39	0.39	0.195	1
"178"	"1.688.seq178.count:2"	40.25	2	718	4e-05	0.39	1.36	0.195	0.286764705882353
"683"	"1.688.seq683.count:1"	41.14	1	352	4e-05	0.39	2.99	0.39	0.130434782608696
"714"	"1.688.seq714.count:1"	40.61	1	256	4e-05	0.39	0.71	0.39	0.549295774647887
"1002"	"1.688.seq1002.count:1"	41.1	1	353	4e-05	0.39	0.83	0.39	0.469879518072289
"1098"	"1.688.seq1098.count:1"	40.59	1	256	4e-05	0.39	0.79	0.39	0.493670886075949
"1118"	"1.688.seq1118.count:1"	40.87	1	358	4e-05	0.39	1.34	0.39	0.291044776119403
"1123"	"1.688.seq1123.count:1"	40.76	1	348	4e-05	0.39	0.32	0.39	1.21875
"122"	"1.688.seq122.count:2"	39.97	2	714	4e-05	0.38	0.85	0.19	0.447058823529412
"194"	"1.688.seq194.count:1"	39.53	1	361	4e-05	0.38	0.69	0.38	0.550724637681159
"332"	"1.688.seq332.count:1"	39.97	1	359	4e-05	0.38	1.13	0.38	0.336283185840708
"673"	"1.688.seq673.count:1"	40	1	316	4e-05	0.38	1.37	0.38	0.277372262773723
"746"	"1.688.seq746.count:1"	39.7	1	359	4e-05	0.38	1.29	0.38	0.294573643410853
"897"	"1.688.seq897.count:1"	39.84	1	242	4e-05	0.38	0.67	0.38	0.567164179104478
"28"	"1.688.seq28.count:3"	38.17	3	1023	4e-05	0.37	2.69	0.123333333333333	0.137546468401487
"39"	"1.688.seq39.count:3"	38.89	3	1050	4e-05	0.37	2.13	0.123333333333333	0.173708920187793
"489"	"1.688.seq489.count:1"	38.23	1	349	4e-05	0.37	0.94	0.37	0.393617021276596
"595"	"1.688.seq595.count:1"	38.98	1	256	4e-05	0.37	0.68	0.37	0.544117647058823
"1152"	"1.688.seq1152.count:1"	38.22	1	257	4e-05	0.37	0.68	0.37	0.544117647058823
"1263"	"1.688.seq1263.count:1"	38.66	1	355	4e-05	0.37	0.63	0.37	0.587301587301587
"46"	"1.688.seq46.count:3"	37.77	3	1050	4e-05	0.36	1.21	0.12	0.297520661157025
"133"	"1.688.seq133.count:2"	37.19	2	510	4e-05	0.36	1.4	0.18	0.257142857142857
"528"	"1.688.seq528.count:1"	37.79	1	350	4e-05	0.36	0.39	0.36	0.923076923076923
"600"	"1.688.seq600.count:1"	37.93	1	358	4e-05	0.36	0.69	0.36	0.521739130434783
"1036"	"1.688.seq1036.count:1"	37.8	1	255	4e-05	0.36	0.64	0.36	0.5625
"1153"	"1.688.seq1153.count:1"	37.27	1	361	4e-05	0.36	1.61	0.36	0.22360248447205
"1399"	"1.688.seq1399.count:1"	37.98	1	256	4e-05	0.36	0.83	0.36	0.433734939759036
"1415"	"1.688.seq1415.count:1"	37.71	1	255	4e-05	0.36	0.76	0.36	0.473684210526316
"18"	"1.688.seq18.count:4"	36.33	4	1404	3e-05	0.35	3.38	0.0875	0.103550295857988
"125"	"1.688.seq125.count:2"	36.53	2	512	4e-05	0.35	1.47	0.175	0.238095238095238
"131"	"1.688.seq131.count:2"	36.3	2	700	3e-05	0.35	0.73	0.175	0.479452054794521
"249"	"1.688.seq249.count:1"	35.99	1	358	3e-05	0.35	0.67	0.35	0.522388059701492
"385"	"1.688.seq385.count:1"	36.63	1	355	4e-05	0.35	1.02	0.35	0.343137254901961
"505"	"1.688.seq505.count:1"	36.66	1	359	4e-05	0.35	0.4	0.35	0.875
"519"	"1.688.seq519.count:1"	36.72	1	240	4e-05	0.35	0.67	0.35	0.522388059701492
"574"	"1.688.seq574.count:1"	36.86	1	360	4e-05	0.35	1.25	0.35	0.28
"596"	"1.688.seq596.count:1"	36.52	1	253	4e-05	0.35	0.77	0.35	0.454545454545455
"1217"	"1.688.seq1217.count:1"	36.04	1	358	3e-05	0.35	1.24	0.35	0.282258064516129
"68"	"1.688.seq68.count:3"	35.91	3	1083	3e-05	0.34	1.6	0.113333333333333	0.2125
"151"	"1.688.seq151.count:2"	35.35	2	698	3e-05	0.34	1.66	0.17	0.204819277108434
"183"	"1.688.seq183.count:2"	35.33	2	700	3e-05	0.34	1	0.17	0.34
"189"	"1.688.seq189.count:1"	35.14	1	256	3e-05	0.34	0.8	0.34	0.425
"299"	"1.688.seq299.count:1"	35.84	1	352	3e-05	0.34	2.8	0.34	0.121428571428571
"302"	"1.688.seq302.count:1"	35.09	1	347	3e-05	0.34	0.69	0.34	0.492753623188406
"534"	"1.688.seq534.count:1"	35.57	1	358	3e-05	0.34	0.8	0.34	0.425
"561"	"1.688.seq561.count:1"	35.46	1	349	3e-05	0.34	0.53	0.34	0.641509433962264
"573"	"1.688.seq573.count:1"	35.31	1	349	3e-05	0.34	0.62	0.34	0.548387096774194
"659"	"1.688.seq659.count:1"	35.86	1	326	3e-05	0.34	0.7	0.34	0.485714285714286
"999"	"1.688.seq999.count:1"	35.09	1	358	3e-05	0.34	1.12	0.34	0.303571428571429
"1007"	"1.688.seq1007.count:1"	35.14	1	358	3e-05	0.34	1.16	0.34	0.293103448275862
"37"	"1.688.seq37.count:3"	34.01	3	1038	3e-05	0.33	1.47	0.11	0.224489795918367
"70"	"1.688.seq70.count:3"	34.82	3	1056	3e-05	0.33	3.02	0.11	0.109271523178808
"79"	"1.688.seq79.count:2"	34.12	2	716	3e-05	0.33	0.33	0.165	1
"179"	"1.688.seq179.count:2"	34.83	2	720	3e-05	0.33	0.84	0.165	0.392857142857143
"510"	"1.688.seq510.count:1"	34.53	1	259	3e-05	0.33	0.58	0.33	0.568965517241379
"539"	"1.688.seq539.count:1"	33.97	1	357	3e-05	0.33	0.46	0.33	0.717391304347826
"549"	"1.688.seq549.count:1"	34.81	1	361	3e-05	0.33	1.44	0.33	0.229166666666667
"685"	"1.688.seq685.count:1"	34.63	1	255	3e-05	0.33	0.75	0.33	0.44
"958"	"1.688.seq958.count:1"	34.63	1	260	3e-05	0.33	0.57	0.33	0.578947368421053
"1247"	"1.688.seq1247.count:1"	33.94	1	352	3e-05	0.33	1.31	0.33	0.251908396946565
"1411"	"1.688.seq1411.count:1"	34.79	1	362	3e-05	0.33	0.82	0.33	0.402439024390244
"405"	"1.688.seq405.count:1"	33.66	1	360	3e-05	0.32	0.18	0.32	1.77777777777778
"667"	"1.688.seq667.count:1"	33.45	1	349	3e-05	0.32	0.61	0.32	0.524590163934426
"792"	"1.688.seq792.count:1"	33	1	360	3e-05	0.32	1.09	0.32	0.293577981651376
"793"	"1.688.seq793.count:1"	33.07	1	256	3e-05	0.32	0.99	0.32	0.323232323232323
"824"	"1.688.seq824.count:1"	33.06	1	353	3e-05	0.32	0.55	0.32	0.581818181818182
"1268"	"1.688.seq1268.count:1"	33.67	1	356	3e-05	0.32	0.76	0.32	0.421052631578947
"1407"	"1.688.seq1407.count:1"	33.87	1	354	3e-05	0.32	0.65	0.32	0.492307692307692
"1409"	"1.688.seq1409.count:1"	33.59	1	359	3e-05	0.32	0.27	0.32	1.18518518518519
"197"	"1.688.seq197.count:1"	31.99	1	360	3e-05	0.31	0.87	0.31	0.35632183908046
"227"	"1.688.seq227.count:1"	32.6	1	241	3e-05	0.31	0.77	0.31	0.402597402597403
"425"	"1.688.seq425.count:1"	32.75	1	361	3e-05	0.31	0.67	0.31	0.462686567164179
"835"	"1.688.seq835.count:1"	32.43	1	340	3e-05	0.31	1.55	0.31	0.2
"1071"	"1.688.seq1071.count:1"	32.72	1	257	3e-05	0.31	1.07	0.31	0.289719626168224
"1210"	"1.688.seq1210.count:1"	32.59	1	359	3e-05	0.31	1.29	0.31	0.24031007751938
"1246"	"1.688.seq1246.count:1"	32.38	1	336	3e-05	0.31	2.65	0.31	0.116981132075472
"138"	"1.688.seq138.count:2"	31.64	2	512	3e-05	0.3	1.4	0.15	0.214285714285714
"274"	"1.688.seq274.count:1"	30.95	1	360	3e-05	0.3	0.9	0.3	0.333333333333333
"645"	"1.688.seq645.count:1"	30.92	1	355	3e-05	0.3	0.44	0.3	0.681818181818182
"658"	"1.688.seq658.count:1"	31.04	1	256	3e-05	0.3	0.65	0.3	0.461538461538462
"701"	"1.688.seq701.count:1"	30.98	1	361	3e-05	0.3	0.93	0.3	0.32258064516129
"737"	"1.688.seq737.count:1"	30.83	1	241	3e-05	0.3	0.67	0.3	0.447761194029851
"909"	"1.688.seq909.count:1"	31.23	1	335	3e-05	0.3	2.34	0.3	0.128205128205128
"1050"	"1.688.seq1050.count:1"	30.87	1	360	3e-05	0.3	0.75	0.3	0.4
"1183"	"1.688.seq1183.count:1"	31.78	1	309	3e-05	0.3	0.35	0.3	0.857142857142857
"1259"	"1.688.seq1259.count:1"	30.82	1	358	3e-05	0.3	0.23	0.3	1.30434782608696
"1388"	"1.688.seq1388.count:1"	31.37	1	359	3e-05	0.3	0.75	0.3	0.4
"1408"	"1.688.seq1408.count:1"	31.59	1	359	3e-05	0.3	0.65	0.3	0.461538461538462
"137"	"1.688.seq137.count:2"	30.58	2	716	3e-05	0.29	0.39	0.145	0.743589743589744
"196"	"1.688.seq196.count:1"	30.74	1	251	3e-05	0.29	0.84	0.29	0.345238095238095
"231"	"1.688.seq231.count:1"	30.41	1	358	3e-05	0.29	1.14	0.29	0.254385964912281
"248"	"1.688.seq248.count:1"	30.02	1	256	3e-05	0.29	0.91	0.29	0.318681318681319
"703"	"1.688.seq703.count:1"	30.09	1	241	3e-05	0.29	0.84	0.29	0.345238095238095
"709"	"1.688.seq709.count:1"	29.72	1	256	3e-05	0.29	0.68	0.29	0.426470588235294
"720"	"1.688.seq720.count:1"	29.86	1	354	3e-05	0.29	0.87	0.29	0.333333333333333
"842"	"1.688.seq842.count:1"	30.38	1	359	3e-05	0.29	1.03	0.29	0.281553398058252
"930"	"1.688.seq930.count:1"	29.76	1	354	3e-05	0.29	0.71	0.29	0.408450704225352
"974"	"1.688.seq974.count:1"	30.47	1	351	3e-05	0.29	0.64	0.29	0.453125
"1049"	"1.688.seq1049.count:1"	29.87	1	359	3e-05	0.29	0.54	0.29	0.537037037037037
"1185"	"1.688.seq1185.count:1"	30.16	1	352	3e-05	0.29	0.85	0.29	0.341176470588235
"1200"	"1.688.seq1200.count:1"	30.09	1	256	3e-05	0.29	0.77	0.29	0.376623376623377
"1236"	"1.688.seq1236.count:1"	30.24	1	361	3e-05	0.29	1.19	0.29	0.243697478991597
"30"	"1.688.seq30.count:3"	29.36	3	1059	3e-05	0.28	1.84	0.0933333333333333	0.152173913043478
"61"	"1.688.seq61.count:3"	29.09	3	1065	3e-05	0.28	1.64	0.0933333333333333	0.170731707317073
"397"	"1.688.seq397.count:1"	28.8	1	351	3e-05	0.28	0.78	0.28	0.358974358974359
"546"	"1.688.seq546.count:1"	28.97	1	361	3e-05	0.28	0.39	0.28	0.717948717948718
"803"	"1.688.seq803.count:1"	29.67	1	360	3e-05	0.28	0.75	0.28	0.373333333333333
"1191"	"1.688.seq1191.count:1"	29.18	1	256	3e-05	0.28	0.72	0.28	0.388888888888889
"1317"	"1.688.seq1317.count:1"	29.6	1	358	3e-05	0.28	1	0.28	0.28
"158"	"1.688.seq158.count:2"	28.41	2	710	3e-05	0.27	0.78	0.135	0.346153846153846
"353"	"1.688.seq353.count:1"	27.66	1	350	3e-05	0.27	0.49	0.27	0.551020408163265
"690"	"1.688.seq690.count:1"	27.89	1	361	3e-05	0.27	0.82	0.27	0.329268292682927
"732"	"1.688.seq732.count:1"	27.97	1	354	3e-05	0.27	0.67	0.27	0.402985074626866
"767"	"1.688.seq767.count:1"	28.56	1	361	3e-05	0.27	1.08	0.27	0.25
"822"	"1.688.seq822.count:1"	27.9	1	256	3e-05	0.27	0.71	0.27	0.380281690140845
"827"	"1.688.seq827.count:1"	28.4	1	257	3e-05	0.27	0.74	0.27	0.364864864864865
"834"	"1.688.seq834.count:1"	28.26	1	315	3e-05	0.27	0.75	0.27	0.36
"860"	"1.688.seq860.count:1"	27.65	1	348	3e-05	0.27	0.72	0.27	0.375
"869"	"1.688.seq869.count:1"	27.87	1	257	3e-05	0.27	0.74	0.27	0.364864864864865
"951"	"1.688.seq951.count:1"	27.75	1	299	3e-05	0.27	0.84	0.27	0.321428571428571
"966"	"1.688.seq966.count:1"	28.34	1	256	3e-05	0.27	0.67	0.27	0.402985074626866
"998"	"1.688.seq998.count:1"	27.65	1	349	3e-05	0.27	1.09	0.27	0.247706422018349
"1016"	"1.688.seq1016.count:1"	28.28	1	350	3e-05	0.27	0.58	0.27	0.46551724137931
"1108"	"1.688.seq1108.count:1"	28.35	1	349	3e-05	0.27	0.74	0.27	0.364864864864865
"1141"	"1.688.seq1141.count:1"	28.47	1	256	3e-05	0.27	0.67	0.27	0.402985074626866
"1144"	"1.688.seq1144.count:1"	28.64	1	359	3e-05	0.27	1.36	0.27	0.198529411764706
"97"	"1.688.seq97.count:2"	27.49	2	718	3e-05	0.26	1.63	0.13	0.159509202453988
"828"	"1.688.seq828.count:1"	27.19	1	359	3e-05	0.26	1.52	0.26	0.171052631578947
"845"	"1.688.seq845.count:1"	27.55	1	346	3e-05	0.26	0.62	0.26	0.419354838709677
"850"	"1.688.seq850.count:1"	27.33	1	359	3e-05	0.26	0.76	0.26	0.342105263157895
"994"	"1.688.seq994.count:1"	27.16	1	354	3e-05	0.26	0.72	0.26	0.361111111111111
"1019"	"1.688.seq1019.count:1"	27.46	1	349	3e-05	0.26	0.33	0.26	0.787878787878788
"1105"	"1.688.seq1105.count:1"	27.39	1	349	3e-05	0.26	0.63	0.26	0.412698412698413
"1156"	"1.688.seq1156.count:1"	27.31	1	351	3e-05	0.26	1.67	0.26	0.155688622754491
"1205"	"1.688.seq1205.count:1"	27.13	1	355	3e-05	0.26	0.69	0.26	0.376811594202899
"1248"	"1.688.seq1248.count:1"	27.16	1	256	3e-05	0.26	0.68	0.26	0.382352941176471
"1272"	"1.688.seq1272.count:1"	26.97	1	255	3e-05	0.26	0.45	0.26	0.577777777777778
"1428"	"1.688.seq1428.count:1"	27.14	1	354	3e-05	0.26	0.65	0.26	0.4
"77"	"1.688.seq77.count:2"	25.6	2	720	2e-05	0.25	1.17	0.125	0.213675213675214
"181"	"1.688.seq181.count:2"	26.55	2	698	3e-05	0.25	1.95	0.125	0.128205128205128
"195"	"1.688.seq195.count:1"	25.81	1	355	2e-05	0.25	0.33	0.25	0.757575757575758
"345"	"1.688.seq345.count:1"	26.23	1	350	3e-05	0.25	0.4	0.25	0.625
"423"	"1.688.seq423.count:1"	25.6	1	359	2e-05	0.25	0.46	0.25	0.543478260869565
"463"	"1.688.seq463.count:1"	26.09	1	357	3e-05	0.25	0.64	0.25	0.390625
"585"	"1.688.seq585.count:1"	26.18	1	359	3e-05	0.25	0.48	0.25	0.520833333333333
"599"	"1.688.seq599.count:1"	26.54	1	256	3e-05	0.25	0.74	0.25	0.337837837837838
"640"	"1.688.seq640.count:1"	26.27	1	362	3e-05	0.25	0.7	0.25	0.357142857142857
"843"	"1.688.seq843.count:1"	26.54	1	259	3e-05	0.25	0.79	0.25	0.316455696202532
"858"	"1.688.seq858.count:1"	26.32	1	362	3e-05	0.25	1.81	0.25	0.138121546961326
"932"	"1.688.seq932.count:1"	26.43	1	358	3e-05	0.25	0.87	0.25	0.28735632183908
"1142"	"1.688.seq1142.count:1"	26.26	1	350	3e-05	0.25	4.54	0.25	0.0550660792951542
"1146"	"1.688.seq1146.count:1"	26.38	1	256	3e-05	0.25	0.65	0.25	0.384615384615385
"1163"	"1.688.seq1163.count:1"	25.57	1	331	2e-05	0.25	2.67	0.25	0.0936329588014981
"71"	"1.688.seq71.count:3"	25.07	3	1080	2e-05	0.24	0.82	0.08	0.292682926829268
"107"	"1.688.seq107.count:2"	25.07	2	722	2e-05	0.24	1.73	0.12	0.138728323699422
"140"	"1.688.seq140.count:2"	24.74	2	696	2e-05	0.24	0.53	0.12	0.452830188679245
"161"	"1.688.seq161.count:2"	25.23	2	724	2e-05	0.24	1.97	0.12	0.121827411167513
"170"	"1.688.seq170.count:2"	24.49	2	626	2e-05	0.24	0.26	0.12	0.923076923076923
"811"	"1.688.seq811.count:1"	24.76	1	348	2e-05	0.24	0.53	0.24	0.452830188679245
"879"	"1.688.seq879.count:1"	25.12	1	361	2e-05	0.24	0.62	0.24	0.387096774193548
"1026"	"1.688.seq1026.count:1"	25	1	358	2e-05	0.24	0.73	0.24	0.328767123287671
"1048"	"1.688.seq1048.count:1"	24.53	1	344	2e-05	0.24	0.22	0.24	1.09090909090909
"1074"	"1.688.seq1074.count:1"	25.25	1	335	2e-05	0.24	1.71	0.24	0.140350877192982
"1221"	"1.688.seq1221.count:1"	25.17	1	350	2e-05	0.24	0.54	0.24	0.444444444444444
"1227"	"1.688.seq1227.count:1"	24.84	1	257	2e-05	0.24	0.77	0.24	0.311688311688312
"1"	"1.688.seq1.count:88"	24.01	88	31328	2e-05	0.23	0.67	0.00261363636363636	0.343283582089552
"94"	"1.688.seq94.count:2"	24.23	2	720	2e-05	0.23	0.53	0.115	0.433962264150943
"103"	"1.688.seq103.count:2"	23.76	2	706	2e-05	0.23	1.33	0.115	0.172932330827068
"295"	"1.688.seq295.count:1"	23.79	1	347	2e-05	0.23	0.24	0.23	0.958333333333333
"381"	"1.688.seq381.count:1"	24.29	1	349	2e-05	0.23	0.4	0.23	0.575
"417"	"1.688.seq417.count:1"	23.53	1	361	2e-05	0.23	0.87	0.23	0.264367816091954
"569"	"1.688.seq569.count:1"	24.43	1	349	2e-05	0.23	1.5	0.23	0.153333333333333
"688"	"1.688.seq688.count:1"	23.6	1	352	2e-05	0.23	0.88	0.23	0.261363636363636
"694"	"1.688.seq694.count:1"	23.59	1	256	2e-05	0.23	0.76	0.23	0.302631578947368
"695"	"1.688.seq695.count:1"	24	1	345	2e-05	0.23	0.93	0.23	0.247311827956989
"702"	"1.688.seq702.count:1"	24.26	1	359	2e-05	0.23	1.36	0.23	0.169117647058824
"781"	"1.688.seq781.count:1"	24.32	1	241	2e-05	0.23	0.69	0.23	0.333333333333333
"899"	"1.688.seq899.count:1"	23.82	1	361	2e-05	0.23	0.58	0.23	0.396551724137931
"1020"	"1.688.seq1020.count:1"	23.98	1	350	2e-05	0.23	1.5	0.23	0.153333333333333
"1132"	"1.688.seq1132.count:1"	23.45	1	308	2e-05	0.23	0.76	0.23	0.302631578947368
"1229"	"1.688.seq1229.count:1"	23.65	1	362	2e-05	0.23	0.73	0.23	0.315068493150685
"1231"	"1.688.seq1231.count:1"	24.02	1	349	2e-05	0.23	1.5	0.23	0.153333333333333
"1349"	"1.688.seq1349.count:1"	24.07	1	256	2e-05	0.23	0.7	0.23	0.328571428571429
"1404"	"1.688.seq1404.count:1"	23.96	1	341	2e-05	0.23	1.18	0.23	0.194915254237288
"136"	"1.688.seq136.count:2"	23.37	2	720	2e-05	0.22	1.31	0.11	0.16793893129771
"220"	"1.688.seq220.count:1"	23.15	1	359	2e-05	0.22	0.4	0.22	0.55
"651"	"1.688.seq651.count:1"	22.71	1	359	2e-05	0.22	0.68	0.22	0.323529411764706
"684"	"1.688.seq684.count:1"	23.01	1	361	2e-05	0.22	0.66	0.22	0.333333333333333
"788"	"1.688.seq788.count:1"	22.93	1	359	2e-05	0.22	0.81	0.22	0.271604938271605
"931"	"1.688.seq931.count:1"	23.33	1	350	2e-05	0.22	0.28	0.22	0.785714285714286
"941"	"1.688.seq941.count:1"	23.18	1	349	2e-05	0.22	0.3	0.22	0.733333333333333
"1240"	"1.688.seq1240.count:1"	22.83	1	343	2e-05	0.22	2.24	0.22	0.0982142857142857
"1307"	"1.688.seq1307.count:1"	22.63	1	355	2e-05	0.22	0.52	0.22	0.423076923076923
"1322"	"1.688.seq1322.count:1"	22.56	1	360	2e-05	0.22	0.92	0.22	0.239130434782609
"1417"	"1.688.seq1417.count:1"	23.32	1	358	2e-05	0.22	0.77	0.22	0.285714285714286
"72"	"1.688.seq72.count:2"	21.81	2	720	2e-05	0.21	1.45	0.105	0.144827586206897
"156"	"1.688.seq156.count:2"	21.93	2	710	2e-05	0.21	0.57	0.105	0.368421052631579
"247"	"1.688.seq247.count:1"	22.06	1	360	2e-05	0.21	1.34	0.21	0.156716417910448
"389"	"1.688.seq389.count:1"	21.53	1	251	2e-05	0.21	0.76	0.21	0.276315789473684
"420"	"1.688.seq420.count:1"	21.78	1	349	2e-05	0.21	0.06	0.21	3.5
"652"	"1.688.seq652.count:1"	21.71	1	359	2e-05	0.21	0.98	0.21	0.214285714285714
"867"	"1.688.seq867.count:1"	21.69	1	257	2e-05	0.21	0.66	0.21	0.318181818181818
"906"	"1.688.seq906.count:1"	21.47	1	361	2e-05	0.21	1.1	0.21	0.190909090909091
"1010"	"1.688.seq1010.count:1"	21.67	1	360	2e-05	0.21	0.74	0.21	0.283783783783784
"1198"	"1.688.seq1198.count:1"	21.76	1	357	2e-05	0.21	0.07	0.21	3
"1255"	"1.688.seq1255.count:1"	21.88	1	358	2e-05	0.21	0.79	0.21	0.265822784810127
"1283"	"1.688.seq1283.count:1"	21.39	1	256	2e-05	0.21	0.89	0.21	0.235955056179775
"1291"	"1.688.seq1291.count:1"	22.21	1	362	2e-05	0.21	0.77	0.21	0.272727272727273
"1292"	"1.688.seq1292.count:1"	21.51	1	255	2e-05	0.21	0.76	0.21	0.276315789473684
"1303"	"1.688.seq1303.count:1"	22.25	1	348	2e-05	0.21	0.31	0.21	0.67741935483871
"1402"	"1.688.seq1402.count:1"	22.22	1	349	2e-05	0.21	0.19	0.21	1.10526315789474
"27"	"1.688.seq27.count:3"	20.71	3	1056	2e-05	0.2	2.88	0.0666666666666667	0.0694444444444444
"38"	"1.688.seq38.count:3"	20.56	3	1026	2e-05	0.2	1.3	0.0666666666666667	0.153846153846154
"69"	"1.688.seq69.count:3"	21.01	3	1056	2e-05	0.2	2.08	0.0666666666666667	0.0961538461538462
"75"	"1.688.seq75.count:2"	21.24	2	718	2e-05	0.2	1.25	0.1	0.16
"135"	"1.688.seq135.count:2"	20.83	2	716	2e-05	0.2	1.5	0.1	0.133333333333333
